OBJECTID,PUBLIC_NAME,PARENT_NAME,NESTED,OFFICIAL_NAME,LABEL,ALIAS,DPP_ASSET_ID,ADDRESS_911,ZIP_CODE,ADDRESS_BRT,ALIAS_ADDRESS,ACREAGE,PROPERTY_CLASSIFICATION,PPR_USE,PPR_PROG_DISTRICT,PPR_OPS_DISTRICT,COUNCIL_DISTRICT,POLICE_DISTRICT,CITY_SCALE_MAPS,LOCAL_SCALE_MAPS,PROGRAM_SITES,COMMENTS,Shape__Area,Shape__Length
346,Benson Park,Benson Park,N,,Benson,Sharswood Park,571,1444 N 04TH ST,19122,"1440R N 04TH ST, 1442R-44 N 04TH ST, 1445 N LAWRENCE ST","1440R-44 N 04TH ST;1440R N 04TH ST, 1442R-44 N 04TH ST, 1445 N LAWRENCE ST",0.39455089,PLAYGROUND_SITE,MISC_PARK,9,2,7,26,Y,Y,N,,2722.0546875,266.828588477275
347,Christ Church Park,Christ Church Park,N,,Christ Church, ,2827,35 N 02ND ST,19106,36-38 N 2ND ST,"201-17 MARKET ST;36-38 N 2ND ST;22-26 North 2ND ST",0.13202668,EVENT_VENUE,HISTORIC_SITE,9,5,1,9,Y,Y,N,,910.2734375,146.123074505194
348,John (Steve) Schmidt Playground,John (Steve) Schmidt Playground,N,John (Steve) Schmidt Playground,Schmidt,,1978,113 W ONTARIO ST,19140,113-23 W ONTARIO ST,"113-23 W ONTARIO ST, Howard & Ontario",0.36659651,RECREATION_CENTER,RECREATION_SITE,5,3,7,25,Y,Y,Y,,2531.3203125,223.887683285531
349,Delancey Park,Delancey Park,N,,Delancey,Three Bears Park,115,311 DELANCEY ST,19106,311-19 DELANCEY ST,"311-19 DELANCEY ST, 3rd & Delancey",0.58590132,PLAYGROUND_SITE,MISC_PARK,12,5,1,9,Y,Y,N,"St. Peter's Way to PPR (Ord 1969, pgs1222-1227)",4038.71875,523.356874986837
350,Edward Shippen Plaza (Bainbridge Green),Edward Shippen Plaza (Bainbridge Green),N,Edward Shippen Plaza/'Bainbridge Green',Shippen (Bainbridge Green), ,1225,300 BAINBRIDGE ST,19147,,"300-400 BAINBRIDGE ST, 4th & Bainbridge",0.34839707,BREEZEWAY_GREENWAY,BREEZEWAY_ISLAND,12,7,1,3,Y,Y,N,,2401.3203125,738.797591517877
351,Market Square Park,Market Square Park,N,,Market,Market Place,1141,5501 GERMANTOWN AVE,19144,5501 GERMANTOWN AVE,Germantown & Church,0.34663528,NEIGHBORHOOD_PARK,SQUARE_PLAZA,4,4,8,14,Y,Y,N,,2395.75,214.115994900968
352,Northeast Lions Park,Northeast Lions Park,N,Northeast Lions Park,NE Lions,"Barnes & Loney Park;Fox Chase Park",542,7966 OXFORD AVE,19111,7966 OXFORD AVE,Oxford Ave & Loney St,0.38465705,NEIGHBORHOOD_PARK,SQUARE_PLAZA,1,1,10,2,Y,Y,N,,2661.8203125,203.962463932034
353,Hedge Street Park,Hedge Street Park,N,Hedge Street Park,Hedge,"Hedge and Plum Playground;New Park",37,4610 HEDGE ST,19124,4610 HEDGE ST,4628 Hedge St,0.3152331,PLAYGROUND_SITE,MISC_PARK,6,2,7,15,Y,Y,N,,2177.42578125,189.598088382889
354,Etting Park,Etting Park,N,,Etting, ,694,3255 N MARSTON ST,19129,3255 N MARSTON ST,,0.3088643,PLAYGROUND_SITE,SQUARE_PLAZA,3,6,4,39,Y,Y,N,,2132.91796875,183.571729696826
355,Strawberry Mansion Playground,Strawberry Mansion Playground,N,,Strawberry Mansion Playground,Ridge Ave Neighborhood Park,808,3369 RIDGE AVE,19132,3369 RIDGE AVE,3369-3403 Ridge Ave,0.38469129,PLAYGROUND_SITE,MISC_PARK,8,6,4,22,Y,Y,N,,2655.70703125,209.174288916209
356,Montgomery and Croskey Play Lot,Montgomery and Croskey Play Lot,N,,Montgomery and Croskey,,614,2235 W MONTGOMERY AVE,19121,2225-37 W MONTGOMERY AVE,2225-37 W MONTGOMERY AVE,0.20059611,EVENT_VENUE,MISC_PARK,8,6,5,22,Y,Y,N,,1384.30078125,153.051777781172
357,Frank Palumbo Sr Park,Frank Palumbo Sr Park,N,Frank Palumbo Sr. Park,F Palumbo,"Florence Park;Frank Palumbo Park",2,723 CATHARINE ST,19147,723 CATHARINE ST,7th & Catharine,0.20163431,NEIGHBORHOOD_PARK,SQUARE_PLAZA,12,7,1,3,Y,Y,N,,1389.70703125,151.868300787733
358,Hamilton Park,Hamilton Park,N,,Hamilton, ,891,547 RISING SUN AVE,19140,547 RISING SUN AVE,6th & Butler,0.17701495,CONSERVATION_UNDEVELOPED,BREEZEWAY_ISLAND,4,3,7,25,N,N,N,,1222.5234375,148.01385406864
359,Charles J Buckley Park,Charles J Buckley Park,N,Charles J. Buckley Park,Buckley, ,1316,8199 GERMANTOWN AVE,19118,N/A,,0.16285209,NEIGHBORHOOD_PARK,BREEZEWAY_ISLAND,3,4,8,14,Y,Y,N,,1126.83984375,150.998056413413
360,John C Anderson Cultural Center,John C Anderson Cultural Center,N,John C. Anderson Cultural Center,J Anderson,John Anderson Playground,3479,5323 OVERBROOK AVE,19131,5325 OVERBROOK AVE,"5235 OVERBROOK AVE;5391 OVERBROOK AVE",0.1333158,RECREATION_CENTER,RECREATION_SITE,7,8,4,19,Y,Y,Y,"Parcel is Library, PPR only responsible for this portion of the parcel.",920.3515625,144.316737608412
361,Mantua Community Garden,Mantua Community Garden,N,,Mantua Garden,"Arco Plaza;34th Street Park;Gateway to Brandywine St Park",34,520 N 34TH ST,19104,520 N 34TH ST,,0.14797187,GARDEN,SQUARE_PLAZA,7,8,3,16,Y,Y,N,No gardening activity here. It is a passive plaza.,1020.578125,127.642552175771
362,Madison War Memorial,Madison War Memorial,N,,Madison,Doughboy,307,595 N 02ND ST,19123,563-65 N 2ND ST,563-65 N 02ND ST,0.14119737,NEIGHBORHOOD_PARK,SQUARE_PLAZA,9,5,1,9,Y,Y,N,,973.79296875,139.425982696477
363,22nd and Ontario Park,22nd and Ontario Park,N,,22nd and Ontario, ,1185,3400 N 22ND ST,19140,3400-02 N 22ND ST,3400-02 N 22ND ST,0.14864762,PLAYGROUND_SITE,MISC_PARK,3,4,8,39,Y,Y,N,,1026.5234375,133.954567446901
364,Louis P Paolone Sr Park,Louis P Paolone Sr Park,N,,Paolone,,349,732 SEARS ST,19147,716-34 SEARS ST,"718-34 SEARS, 8th & Sears;716-34 SEARS ST",0.08951299,NEIGHBORHOOD_PARK,SQUARE_PLAZA,12,7,1,3,Y,Y,N,,616.82421875,135.443415251707
365,Daly Park,Daly Park,N,,Daly, ,917,1240 W SEDGELY AVE,19133,,12th & Sedgley,0.08468241,NEIGHBORHOOD_PARK,BREEZEWAY_ISLAND,8,3,5,25,Y,Y,N,,584.6875,101.152227232666
366,Beck Park,Beck Park,N,,Beck, ,195,839 S 02ND ST,19147,839 S 02ND ST,,0.07427522,NEIGHBORHOOD_PARK,SQUARE_PLAZA,12,7,1,3,Y,Y,N,,511.875,111.415873714396
367,Coxe Park,Coxe Park,N,,Coxe, ,128,2132 CHERRY ST,19103,2132-34 CHERRY ST,"2132-34 CHERRY ST, Beechwood & Cherry",0.10927524,PLAYGROUND_SITE,MISC_PARK,9,5,5,9,Y,Y,N,,753.53125,128.267414900576
368,Greble Post War Memorial,Greble Post War Memorial,N,,Greble Post,Pennsport Veterans Memorial,94,1327 S 03RD ST,19147,1327 S 03RD ST,3rd & Moyamensing,0.0484247,NEIGHBORHOOD_PARK,SQUARE_PLAZA,12,7,1,3,Y,Y,N,,333.66796875,81.2089484928991
369,Cecil B Moore Recreation Center,Cecil B Moore Recreation Center,N,Cecil B. Moore Recreation Center,CB Moore,"C.B. Moore; Connie Mack Playground; 22nd & Huntingdon",1825,2563 N 22ND ST,19132,2020-50 W LEHIGH AVE,"2020-50 W LEHIGH AVE, 2551 N 22ND ST, 20th & Lehigh, 2501 N 22ND ST",2.13805948,RECREATION_CENTER,RECREATION_SITE,8,6,5,22,Y,Y,Y,1911 Ordinance assigned to Department of Rec,14759.44140625,577.106872149446
370,18th and Jackson War Memorial,18th and Jackson War Memorial,N,,18th and Jackson, ,1215,1800 W PASSYUNK AVE,19145,N/A,,0.08338347,CONSERVATION_UNDEVELOPED,SQUARE_PLAZA,11,7,2,1,Y,Y,N,There is no parcel here,574.43359375,148.36318055492
371,22nd and Catharine Park,22nd and Catharine Park,N,,22nd and Catharine,Catharine Park,1222,2200 CATHARINE ST,19146,2200 CATHARINE ST,,0.04624413,PLAYGROUND_SITE,MISC_PARK,11,7,2,17,Y,Y,N,,318.76171875,78.4027011938228
372,I-95 Park,I-95 Park,N,,I-95 Park,Statue of Peace Plaza (Front/Catharine St),1228,401 S FRONT ST,19147,,401 S FRONT ST,5.89063146,BREEZEWAY_GREENWAY,GREENWAY_PARKWAY,12,"5;7",1,"3;9",Y,Y,N,,40600.0234375,3327.58362270442
373,General Casimir Pulaski Park,General Casimir Pulaski Park,N,General Casimir Pulaski Park,Pulaski, ,809,3001 E ALLEGHENY AVE,19134,3001 E ALLEGHENY AVE,,1.93025181,NEIGHBORHOOD_PARK,MISC_PARK,6,2,"1;6",24,Y,Y,N,,13318.6640625,769.893104018157
374,Manton Street Park,Manton Street Park,N,,Manton, ,28,405 MANTON ST,19147,"405-07 MANTON ST, 1216 S 4TH ST","405-11 MANTON ST;405-07 MANTON ST, 1216 S 4TH ST",0.06139004,GARDEN,URBANAGRICULTURE_GARDEN,12,7,1,3,Y,Y,N,,423.046875,102.607064375069
375,Shofuso Japanese Garden,West Fairmount Park,Y,Shofuso Japanese Garden,Japanese Garden,"Japanese House and Garden;Pine Breeze Villa and Shofuso",3480,4301 LANSDOWNE DR,19131,3401 W GIRARD AVE,Lansdowne Dr & Horticultural Dr,1.08152702,EVENT_VENUE,MUSEUM,7,5,4,16,N,Y,N,Located within the boundaries of the Fairmount Park Horticulture Center. Designed and created in 1953,7461.2734375,340.730248941931
376,Stiles Street Play Lot,Stiles Street Play Lot,N,,Stiles,,945,1608 W STILES ST,19121,1608 W STILES ST,,0.01924607,PLAYGROUND_SITE,MISC_PARK,9,6,5,22,Y,Y,N,,132.7734375,59.5591635309677
377,Paines Park,Benjamin Franklin Parkway,Y,,Paines,,3490,400 MARTIN LUTHER KING DRIVE,19103,302 N 24TH ST,302 N 24TH ST,2.82547076,NEIGHBORHOOD_PARK,MISC_PARK,9,5,5,9,N,Y,N,,19487.26953125,670.256703961444
378,June 5th Memorial Park,June 5th Memorial Park,N,,June 5th,22nd & Market Memorial Park,3076,2140 MARKET ST,19103,2140 MARKET ST,,0.11207899,NEIGHBORHOOD_PARK,SQUARE_PLAZA,9,5,5,9,Y,Y,N,,772.80078125,141.897666503713
379,Ingersoll Park,Ingersoll Park,N,,Ingersoll,16th & Master Park,3104,1300 N 16TH ST,19121,1312-26 N 16TH ST,"16th & Master;1312-26 N 16TH ST",0.77307554,NEIGHBORHOOD_PARK,SQUARE_PLAZA,9,6,5,22,Y,Y,N,,5333.69921875,325.578454941917
380,Eakins Oval,Benjamin Franklin Parkway,Y,Eakins Oval,Eakins,The Oval,1850,2451 BENJAMIN FRANKLIN PKWY,19130,N/A,,7.82011816,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,9,5,5,9,Y,Y,N,,53911.02734375,864.5590780916
381,Maja Park,Benjamin Franklin Parkway,Y,,Maja,"Century Park;Park Towne",2812,2250 BENJAMIN FRANKLIN PKWY,19130,N/A,,3.7469606,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,9,5,5,9,N,Y,N,Renamed in 2021.,25840.4609375,942.744409919041
382,Poquessing Creek Park 4,Poquessing Creek Park,Y,Poquessing Creek Park,Poquessing Creek Park 4, ,1647,3601 ACADEMY RD,19154,,,60.7728333,WATERSHED_PARK,CONSERVATION_DRAINAGE_WATERSHED,"1;2",1,10,8,Y,Y,N,,420818.1953125,8833.63625820835
383,Poquessing Creek Park 3,Poquessing Creek Park,Y,Poquessing Creek Park,Poquessing Creek Park 3, ,1648,3125 MECHANICSVILLE RD,19154,,,32.52364482,WATERSHED_PARK,CONSERVATION_DRAINAGE_WATERSHED,1,1,10,8,Y,Y,N,,225312.1328125,2820.75980631304
384,Poquessing Creek Park 5,Poquessing Creek Park,Y,Poquessing Creek Park,Poquessing Creek Park 5,Millbrook,1642,4341 WHITING RD,19154,"4341 WHITING RD, 4302 WOODHAVEN RD",4302 WOODHAVEN RD,23.33737787,WATERSHED_PARK,CONSERVATION_DRAINAGE_WATERSHED,2,1,10,8,Y,Y,N,This area was formerly known as Millbrook,161504.015625,2423.72233823525
385,Poquessing Creek Park 8,Poquessing Creek Park,Y,Poquessing Creek Park,Poquessing Creek Park 8, ,2797,9925 HEGERMAN ST,19114,,9900-99 HEGERMAN ST,17.21969994,WATERSHED_PARK,CONSERVATION_DRAINAGE_WATERSHED,2,1,6,8,Y,Y,N,,119103.6484375,2354.22158161082
386,Poquessing Creek Park 2,Poquessing Creek Park,Y,Poquessing Creek Park,Poquessing Creek Park 2, ,2813,1300 POQUESSING CREEK DR,19116,,1300-2600 POQUESSING CRK DR,3.53737081,WATERSHED_PARK,CONSERVATION_DRAINAGE_WATERSHED,1,1,10,7,Y,Y,N,,24513.578125,1156.56337500129
387,Fairmount Drainage Right of Way (Alburger Ave),Fairmount Drainage Rights of Way (Pennypack),Y,,Drain ROW (Pennypack-Alburger), ,2909,190 ALBURGER AVE,19115,,,52.6457418,CONSERVATION_UNDEVELOPED,CONSERVATION_DRAINAGE_WATERSHED,1,1,10,7,N,N,N,Along Ballard Brook,364531.44921875,6428.22488757743
388,Poquessing Creek Park 6,Poquessing Creek Park,Y,Poquessing Creek Park,Poquessing Creek Park 6, ,1639,130 DIMARCO DR,19154,,,15.40258201,WATERSHED_PARK,CONSERVATION_DRAINAGE_WATERSHED,2,1,10,8,Y,Y,N,,106574.72265625,2109.76850278387
389,Poquessing Creek Park 7,Poquessing Creek Park,Y,Poquessing Creek Park,Poquessing Creek Park 7, ,1638,10501 KNIGHTS RD,19154,"10725 KNIGHTS RD, 10501 KNIGHTS RD",10725 KNIGHTS RD,12.210538,WATERSHED_PARK,CONSERVATION_DRAINAGE_WATERSHED,2,1,10,8,Y,Y,N,,84473.49609375,2115.70105188065
390,Emily Community Garden,Emily Community Garden,N,,Emily Garden,Growing Home Garden,3443,742 EMILY ST,19148,732-42 EMILY ST,732-42 EMILY ST,0.10990014,GARDEN,URBANAGRICULTURE_GARDEN,12,7,1,3,Y,Y,N,Site renovations planned for 2021,757.109375,113.602003738799
391,Fairmount Drainage Right of Way (Waldemire Dr),Fairmount Drainage Rights of Way (Poquessing),Y,,Drain ROW (Poquessing-Waldemire), ,1643,10901 WALDEMIRE DR,19154,,10901-11899 WALDEMIRE DR,52.18054485,CONSERVATION_UNDEVELOPED,CONSERVATION_DRAINAGE_WATERSHED,2,1,10,8,N,N,N,Along the Byberry Creek and Tributaries,361173.21875,8166.29184219442
392,Fairmount Drainage Right of Way (Verree Rd),Fairmount Drainage Rights of Way (Pennypack),Y,,Drain ROW (Pennypack-Verree), ,2796,8601 VERREE RD,19115,,,22.13645544,CONSERVATION_UNDEVELOPED,CONSERVATION_DRAINAGE_WATERSHED,1,1,10,7,N,N,N,Along Pauls Run,153248.04296875,2962.72745367495
393,Waverly Street Community Garden,Waverly Street Community Garden,N,Waverly Street Community Garden,Waverly Garden,,99999,1131 WAVERLY ST,19147,1123-31 WAVERLY ST,1123-31 WAVERLY ST,0.0927526,GARDEN,URBANAGRICULTURE_GARDEN,12,7,1,9,Y,Y,N,NA-Wash West Historic District (Archives-2025),639.375,110.819503354346
394,Fairmount Drainage Right of Way (Chesterfield Rd),Fairmount Drainage Rights of Way (Poquessing),Y,,Drain ROW (Poquessing-Chesterfield), ,1640,3460 MORRELL AVE,19114,,,25.35715539,CONSERVATION_UNDEVELOPED,CONSERVATION_DRAINAGE_WATERSHED,2,1,10,8,N,N,N,Along the Byberry Creek and Tributaries,175460.29296875,4426.56859110228
395,Fairmount Drainage Right of Way (Willits Rd),Fairmount Drainage Rights of Way (Pennypack),Y,,Drain ROW (Pennypack-Willits), ,2803,2870 WILLITS RD,19136,,,5.65855728,CONSERVATION_UNDEVELOPED,CONSERVATION_DRAINAGE_WATERSHED,2,1,6,8,N,N,N,Along Wooden Bridge Run,39138.3359375,1091.14528855371
396,Fairmount Drainage Right of Way (Maxwell St),Fairmount Drainage Rights of Way (Pennypack),Y,,Drain ROW (Pennypack-Maxwell), ,2804,2620 MAXWELL ST,19152,,,5.12006293,CONSERVATION_UNDEVELOPED,CONSERVATION_DRAINAGE_WATERSHED,2,1,6,8,N,N,N,Along Axe Factory Run,35417.31640625,1402.27099550291
397,Fairmount Drainage Right of Way (Crestmont Ave),Fairmount Drainage Rights of Way (Poquessing),Y,,Drain ROW (Poquessing-Crestmont), ,1636,3777 MORRELL AVE,19114,,,8.09036412,CONSERVATION_UNDEVELOPED,CONSERVATION_DRAINAGE_WATERSHED,2,1,10,8,N,N,N,Along the Byberry Creek and Tributaries,55966.71484375,2293.46384390194
398,Fairmount Drainage Right of Way (Thornton Rd),Fairmount Drainage Rights of Way (Poquessing),Y,,Drain ROW (Poquessing-Thornton), ,1646,3099 WOODHAVEN RD,19154,12240 THORNTON RD,12240 THORNTON RD,3.29824624,CONSERVATION_UNDEVELOPED,CONSERVATION_DRAINAGE_WATERSHED,2,1,10,8,N,N,N,Along the Byberry Creek and Tributaries,22839.921875,640.714906734993
399,3rd and Norris Playground,3rd and Norris Playground,N,,3rd and Norris, ,2903,273 W NORRIS ST,19122,"259-61 W NORRIS ST, 263-73 W NORRIS ST","259-61 W NORRIS ST;263-73 W NORRIS ST;253-73 W NORRIS ST",0.23280938,ATHLETIC_SITE,MISC_PARK,9,6,7,26,Y,Y,N,,1606.54296875,165.15367207228
400,Glen Foerd on the Delaware,Glen Foerd on the Delaware,N,,Glen Foerd,"Glen Foerd Mansion;Glengarry",1634,5001 GRANT AVE,19114,5001 GRANT AVE,,22.93712262,EVENT_VENUE,HISTORIC_SITE,2,1,6,8,Y,Y,N,,158610.9765625,1665.91660244268
401,Allens Lane Art Center,Allens Lane Art Center,N,,Allens Ln Center, ,1807,651 W ALLENS LN,19119,621 W ALLENS LN,"601 W ALLENS LN;621 W ALLENS LN",6.57464071,EVENT_VENUE,OTHER,3,4,8,14,Y,Y,N,,45463.75,878.306104649741
402,Eric W (Hank) Gathers Jr Recreation Center,Eric W (Hank) Gathers Jr Recreation Center,N,"Eric W. (Hank) Gathers, Jr. Recreation Center",Gathers,Moylan Recreation Center,1852,2501 W DIAMOND ST,19121,2501-59 DIAMOND ST,"2501-19 W DIAMOND ST, 25th & Diamond",3.69149134,RECREATION_CENTER,RECREATION_SITE,8,6,5,22,Y,Y,Y,,25478.70703125,757.60537263736
403,River Field,Benjamin Franklin Parkway,Y,River Field,River Field, ,1940,302 N 24TH ST,19103,302 N 24TH ST,302 N 24TH ST,6.55978075,ATHLETIC_SITE,GREENWAY_PARKWAY,9,5,5,9,N,Y,N,,45230.67578125,1043.0357643579
404,Levy Park,Benjamin Franklin Parkway,Y,,Levy,Horwitz-Wasserman Holocaust Memorial Plaza,2911,1635 ARCH ST,19103,1619-29 ARCH ST,1619-29 ARCH ST,0.60928376,BREEZEWAY_GREENWAY,SQUARE_PLAZA,9,5,5,9,N,Y,N,"Needs verification on ownership (PWD and Bill are different); Redesign - Bill 170989 (12/14/17); Unsure of borders along 17th St",4200.3046875,362.245331011754
405,Kingsessing Recreation Center,Kingsessing Recreation Center,N,Kingsessing Recreation Center,Kingsessing,,1886,4901 KINGSESSING AVE,19143,4901 KINGSESSING AVE,51st & Chester,9.15488446,RECREATION_CENTER,RECREATION_SITE,10,8,3,12,Y,Y,Y,,63103.75390625,1042.24271531366
406,William Lanier Park,William Lanier Park,N,,Lanier,,407,1600 S 29TH ST,19145,1600 S 29TH ST,2900 TASKER ST,4.11996987,PLAYGROUND_SITE,RECREATION_SITE,11,7,2,17,Y,Y,N,,28390.578125,666.204445371211
407,Irish and Scottish Immigration Memorials,I-95 Park,Y,,Irish and Scottish Memorials, ,2818,111 S FRONT ST,19106,N/A,,1.85245297,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,12,5,1,9,Y,Y,N,,12770.60546875,455.335777659226
408,Korean War Veterans Memorial,I-95 Park,Y,Korean War Veteran's Memorial,Korean Memorial, ,1887,109 SPRUCE ST,19106,109 SPRUCE ST,,1.30860311,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,12,5,1,9,Y,Y,N,,9020.6484375,386.448702554653
409,Philadelphia Vietnam Veterans Memorial,I-95 Park,Y,,Vietnam Memorial, ,1626,10 SPRUCE ST,19106,,,1.96488141,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,12,5,1,9,Y,Y,N,,13544.15234375,468.718820690118
410,Northern Liberties Recreation Center,Northern Liberties Recreation Center,N,Northern Liberties Recreation Center,Northern Liberties,"District 6 HQ (Recreation);Cement Park",1921,315 FAIRMOUNT AVE,19123,"313-27 FAIRMOUNT AVE, 706-12 N 3RD ST","313-27 FAIRMOUNT AVE, 321 FAIRMOUNT AVE;706-12 N 3RD ST",0.65472838,RECREATION_CENTER,RECREATION_SITE,9,2,1,9,Y,Y,Y,Site Renovated in 2023.,4515.63671875,339.355374018606
411,Aviator Park,Benjamin Franklin Parkway,Y,Aviator Park,Aviator,Logan Square,2817,200 N 19TH ST,19103,200 N 19TH ST,,1.89704317,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,9,5,5,9,N,Y,N,Aviator Park is part of Logan Square.,13077.96875,500.296847342188
412,Sister Cities Park,Benjamin Franklin Parkway,Y,Sister Cities Park,Sister Cities,Logan Square,2820,200 N 18TH ST,19103,200 N 18TH ST,18th & Logan Circle,1.73993371,NEIGHBORHOOD_PARK,SQUARE_PLAZA,9,5,5,9,N,Y,N,Sister Cities Park is part of Logan Square,11993.93359375,486.135996953049
413,Howard and Reed Park,Howard and Reed Park,N,,Howard and Reed, ,433,105 REED ST,19147,107 REED ST,"105-09 REED ST;107 REED ST",0.07930873,NEIGHBORHOOD_PARK,BREEZEWAY_ISLAND,12,7,1,3,Y,Y,N,,546.46875,92.313925202624
414,Cret Park,Benjamin Franklin Parkway,Y,Cret Park,Cret,"Three Parkway Plaza; Cafe Cret",2821,110 N 16TH ST,19103,110 N 16TH ST,"110-12 N 16TH ST;3 Parkway Plaza; 16th & Arch",1.12740364,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,9,5,5,9,N,Y,N,,7773.375,414.218816215818
415,Torun Triangle,Benjamin Franklin Parkway,Y,,Torun,Kopernicus Triangle,2826,1716 RACE ST,19103,1716-34 RACE ST,1716-34 RACE ST,0.62816961,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,9,5,5,9,N,Y,N,,4331.37890625,431.298863702273
416,Binswanger Triangle,Benjamin Franklin Parkway,Y,Binswanger Triangle,Binswanger, ,3491,2200 BENJ FRANKLIN PKY,19130,N/A,,0.22313156,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,9,5,5,9,N,Y,N,There is no parcel here,1549.29296875,227.284171524713
417,Tacony Boat Launch,Tacony Boat Launch,N,Tacony Boat Launch,Tacony Launch,"Princeton Avenue Boat Launch;Link Logistics Trail",3089,5198 PRINCETON AVE,19135,"7071R MILNOR ST;5150 PRINCETON AVE",7071R MILNOR ST,12.91445289,BOAT_SITE,BOATHOUSE_LAUNCH,6,2,6,15,Y,Y,N,New extension between Princeton and Cottman acquired in 2024.,89227.62890625,2170.06421906836
418,Reliance Triangle,Reliance Triangle,N,,Reliance,Bulldog Park,3301,2501 PENNSYLVANIA AVE,19130,2501 PENNSYLVANIA AVE,,0.34552557,NEIGHBORHOOD_PARK,BREEZEWAY_ISLAND,9,6,5,9,Y,Y,N,,2383.00390625,208.367146928609
419,Sartain Garden,Sartain Garden,N,,Sartain Garden,Sartain Street Community Garden,99999,201 S SARTAIN ST,19107,1114-18 LOCUST ST,1114-18 LOCUST ST,0.08407544,GARDEN,URBANAGRICULTURE_GARDEN,12,5,1,9,Y,Y,N,NA-Wash West Historic District (Archives-2025),579.60546875,104.185412049336
420,Carpenters Woods,Wissahickon Valley Park,Y,Carpenter's Woods,Carpenters Woods,,1627,801 W SEDGWICK ST,19119,"7001 WISSAHICKON AVE, 7045-99 GREENE ST","7001 WISSAHICKON AVE, 7045-99 GREENE ST",42.23405266,CONSERVATION_UNDEVELOPED,CONSERVATION_DRAINAGE_WATERSHED,3,4,8,14,N,Y,N,,291988.39453125,3032.9537260652
421,Officer Robert Hayes Memorial Playground Woods,Officer Robert Hayes Memorial Playground,Y,,Hayes Woods,"Swenson Park, Conwell",3084,9800 E ROOSEVELT BLVD,19115,9800 E ROOSEVELT BLVD,9850 E ROOSEVELT BLVD,19.06267393,CONSERVATION_UNDEVELOPED,CONSERVATION_DRAINAGE_WATERSHED,1,1,10,7,N,Y,N,,131964.12109375,1473.62221713363
422,Grays Ferry Crescent,Grays Ferry Crescent,N,,Grays Ferry Crescent,,1366,3696 WHARTON ST,19146,"1200R S 36TH ST, 3600 GRAYS FERRY AVE, 3699 GRAYS FERRY AVE, 1101 S 34TH ST","3501R GRAYS FERRY AVE;1200R S 36TH ST, 3600 GRAYS FERRY AVE, 3699 GRAYS FERRY AVE, 1101 S 34TH ST",14.02562564,BREEZEWAY_GREENWAY,GREENWAY_PARKWAY,11,7,2,17,Y,Y,N,,96681.73046875,3392.7483342645
423,Hope Park,Hope Park,N,Hope Park,Hope,,3080,201 E INDIANA AVE,19134,201-19 E INDIANA AVE,201-19 E INDIANA AVE,1.23247944,NEIGHBORHOOD_PARK,MISC_PARK,5,3,7,24,Y,Y,N,,8508.55859375,390.25448646884
424,Logan Square,Benjamin Franklin Parkway,Y,Logan Square,Logan,East/West Triangle,224,200 N 18TH ST,19103,"200 N 18TH ST, 200 N 19TH ST","20th & Parkway;200 N 19TH ST",3.32928278,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,9,5,5,9,Y,Y,N,"Logan Square includes Aviator Park, Galusha Pennypacker Park, Shakespeare Park, and Sister Cities Park",22965.5703125,1485.55307183542
425,Titan Park,Titan Park,N,,Titan,,339,110 TITAN ST,19147,108-10 TITAN ST,108-10 Titan Street,0.03128543,NEIGHBORHOOD_PARK,SQUARE_PLAZA,12,7,1,3,Y,Y,N,BILL # 1251 1978 PENNSPORT URBAN R.A.PARCEL NO.16,215.56640625,57.9861073936467
426,Dodge Tract,Wissahickon Valley Park,Y,,Dodge,Donation Parcel,3094,7900 CHEROKEE ST,19118,7900 CHEROKEE ST,,6.62630209,CONSERVATION_UNDEVELOPED,CONSERVATION_DRAINAGE_WATERSHED,3,4,8,14,N,N,N,"Needs verification on ownership. Ordinance Bill #150475; Removed area NW of Valley Green Rd, not part of Natural Lands Trust's transfer",45830.44140625,1066.46755248147
427,Philadelphia Stars Negro League Memorial Park,Philadelphia Stars Negro League Memorial Park,N,,Stars Negro League,Memorial Park,3535,1538 BELMONT AVE,19104,N/A,Belmont Ave and Parkside Ave,0.24872725,NEIGHBORHOOD_PARK,SQUARE_PLAZA,7,8,4,19,Y,Y,N,In 2003 Ordinance to renovate this park to present conditions.,1716.2109375,219.470656397751
428,Glendinning Rock Garden,East Fairmount Park,Y,,Glendinning,,3585,1299 BREWERY HILL DR,19121,,"1201 KELLY DR, Girard Ave & Kelly Dr",2.78599924,NEIGHBORHOOD_PARK,HISTORIC_SITE,8,5,4,22,N,Y,N,,19214.484375,665.139962856432
